Clasificación;Nombre_Señal;URL
Demarcación Luminosa;Flecha vertical para seguir al frente;https://pablokriger.github.io/testvial/Images/L5.jpg
Demarcación Luminosa;Frecha horizontal para seguir a la izquierda o derecha;https://pablokriger.github.io/testvial/Images/L6.jpg
Demarcación Luminosa;Semáforos especiales para peatones;https://pablokriger.github.io/testvial/Images/L7.jpg
Demarcación Luminosa;Semáforos especiales intermitentes;https://pablokriger.github.io/testvial/Images/L8.jpg
Demarcación Luminosa;Semáforos especiales para cruce ferrovial;https://pablokriger.github.io/testvial/Images/L9.jpg
Demarcación Luminosa;Semáforos especiales para carriles reversibles;https://pablokriger.github.io/testvial/Images/L10.jpg
Señal Especial;Evite accidentes (estaciones lejos de la calzada);https://pablokriger.github.io/testvial/Images/E1.jpg
Señal Especial;Destruir señales es un delito;https://pablokriger.github.io/testvial/Images/E2.jpg
Señal Especial;No se adelante sin advertir;https://pablokriger.github.io/testvial/Images/E3.jpg
Señal Especial;Evite encandilar;https://pablokriger.github.io/testvial/Images/E4.jpg
Señal Especial;Respete las señales;https://pablokriger.github.io/testvial/Images/E5.jpg
Señal Especial;Adelantarse por la izquierda;https://pablokriger.github.io/testvial/Images/E6.jpg
Señal Especial;No adelantarse en curvas y puentes;https://pablokriger.github.io/testvial/Images/E7.jpg
Señal Informativa;Ruta Panamericana;https://pablokriger.github.io/testvial/Images/I1.jpg
Señal Informativa;Ruta Nacional;https://pablokriger.github.io/testvial/Images/I2.jpg
Señal Informativa;Ruta Provincial;https://pablokriger.github.io/testvial/Images/I3.jpg
Señal Informativa;Nomeclatura urbana;https://pablokriger.github.io/testvial/Images/I4a.jpg
Señal Informativa;Nomeclatura urbana (sin flecha de sentido);https://pablokriger.github.io/testvial/Images/I4b.jpg
Señal Informativa;Identificación de Región y Localidades;https://pablokriger.github.io/testvial/Images/I5.jpg
Señal Informativa;Orientación (en caminos primarios y secundarios);https://pablokriger.github.io/testvial/Images/I6.jpg
Señal Informativa;Orientación (en caminos secundarios);https://pablokriger.github.io/testvial/Images/I7.jpg
Señal Informativa;Comienzo o fin de zona urbana;https://pablokriger.github.io/testvial/Images/I8.jpg
Señal Informativa;Identificación de jurisdicción o acceso geográfico;https://pablokriger.github.io/testvial/Images/I9.jpg
Señal Informativa;Mojón kilométrico (versión poste);https://pablokriger.github.io/testvial/Images/I10a.jpg
Señal Informativa;Mojón kilométrico (versión cartel);https://pablokriger.github.io/testvial/Images/I10b.jpg
Señal Informativa;Nomeclatura de autopista;https://pablokriger.github.io/testvial/Images/I11.jpg
Señal Informativa;Comienzo de autopista;https://pablokriger.github.io/testvial/Images/I12.jpg
Señal Informativa;Fin de autopista;https://pablokriger.github.io/testvial/Images/I13.jpg
Señal Informativa;Indicadora de utilización de carriles;https://pablokriger.github.io/testvial/Images/I14.jpg
Señal Informativa;Camino o calle sin salida;https://pablokriger.github.io/testvial/Images/I15.jpg
Señal Informativa;Camino o paso transitable;https://pablokriger.github.io/testvial/Images/I16.jpg
Señal Informativa;Velocidades máximas permitidas;https://pablokriger.github.io/testvial/Images/I17.jpg
Señal Informativa;Esquema de recorrido;https://pablokriger.github.io/testvial/Images/I18.jpg
Señal Informativa;Desvío por cambio de sentido de circulación;https://pablokriger.github.io/testvial/Images/I19.jpg
Señal Informativa;Estacionamiento permitido;https://pablokriger.github.io/testvial/Images/I20.jpg
Señal Informativa;Permitido girar (derecha);https://pablokriger.github.io/testvial/Images/I21a.jpg
Señal Informativa;Permitido girar (izquierda);https://pablokriger.github.io/testvial/Images/I21b.jpg
Señal Informativa;Direcciones permitidas (derecha);https://pablokriger.github.io/testvial/Images/I22a.jpg
Señal Informativa;Direcciones permitidas (izquierda);https://pablokriger.github.io/testvial/Images/I22b.jpg
Señal Informativa;Direcciones permitidas (igual sentido o izquierda);https://pablokriger.github.io/testvial/Images/I22c.jpg
Señal Informativa;Direcciones permitidas (igual sentido o derecha);https://pablokriger.github.io/testvial/Images/I22d.jpg
Señal Informativa;Direcciones permitidas (ambas direcciones);https://pablokriger.github.io/testvial/Images/I22e.jpg
Señal Informativa;Direcciones permitidas (bifurcación);https://pablokriger.github.io/testvial/Images/I22f.jpg
Señal Informativa;Puesto satinario;https://pablokriger.github.io/testvial/Images/I23.jpg
Señal Informativa;Servicio telefónico;https://pablokriger.github.io/testvial/Images/I24.jpg
Señal Informativa;Estación de servicio;https://pablokriger.github.io/testvial/Images/I25.jpg
Señal Informativa;Teleférico;https://pablokriger.github.io/testvial/Images/I26.jpg
Señal Informativa;Servicio mecánico;https://pablokriger.github.io/testvial/Images/I27.jpg
Señal Informativa;Balneario;https://pablokriger.github.io/testvial/Images/I28.jpg
Señal Informativa;Playa;https://pablokriger.github.io/testvial/Images/I29.jpg
Señal Informativa;Lugar para recreación;https://pablokriger.github.io/testvial/Images/I30.jpg
Señal Informativa;Hotel;https://pablokriger.github.io/testvial/Images/I31.jpg
Señal Informativa;Bar;https://pablokriger.github.io/testvial/Images/I32.jpg
Señal Informativa;Campamento;https://pablokriger.github.io/testvial/Images/I33.jpg
Señal Informativa;Restaurante;https://pablokriger.github.io/testvial/Images/I34.jpg
Señal Informativa;Aeródromo;https://pablokriger.github.io/testvial/Images/I35.jpg
Señal Informativa;Gomería;https://pablokriger.github.io/testvial/Images/I36.jpg
Señal Informativa;Estacionamiento;https://pablokriger.github.io/testvial/Images/I37.jpg
Señal Informativa;Punto panorámico;https://pablokriger.github.io/testvial/Images/I38.jpg
Señal Informativa;Plaza;https://pablokriger.github.io/testvial/Images/I39.jpg
Señal Informativa;Correo;https://pablokriger.github.io/testvial/Images/I40.jpg
Señal Informativa;Estacionamiento para casas rodantes;https://pablokriger.github.io/testvial/Images/I41.jpg
Señal Informativa;Museo;https://pablokriger.github.io/testvial/Images/I42.jpg
Señal Informativa;Policía;https://pablokriger.github.io/testvial/Images/I43.jpg
Señal Informativa;Detención de transporte público de pasajeros;https://pablokriger.github.io/testvial/Images/I44.jpg
Señal Informativa;Taxi;https://pablokriger.github.io/testvial/Images/I45.jpg
Señal Informativa;Terminal de ómnibus;https://pablokriger.github.io/testvial/Images/I46.jpg
Señal Informativa;Estación de ferrocarril;https://pablokriger.github.io/testvial/Images/I47.jpg
Señal Preventiva;Cruce ferroviario;https://pablokriger.github.io/testvial/Images/P1.jpg
Señal Preventiva;Paneles de prevención (aprox.);https://pablokriger.github.io/testvial/Images/P2a.jpg
Señal Preventiva;Paneles de prevención (obstáculo rígido);https://pablokriger.github.io/testvial/Images/P2b.jpg
Señal Preventiva;Paneles de prevención (curva);https://pablokriger.github.io/testvial/Images/P2c.jpg
Señal Preventiva;Paneles de prevención (curva);https://pablokriger.github.io/testvial/Images/P2d.jpg
Señal Preventiva;Paneles de prevención (curva);https://pablokriger.github.io/testvial/Images/P2e.jpg
Señal Preventiva;Cruz de San Andrés (hasta dos vías);https://pablokriger.github.io/testvial/Images/P3a.jpg
Señal Preventiva;Cruz de San Andrés (más de dos vías);https://pablokriger.github.io/testvial/Images/P3b.jpg
Señal Preventiva;Curva cerrada;https://pablokriger.github.io/testvial/Images/P4.jpg
Señal Preventiva;Cruce de peatones;https://pablokriger.github.io/testvial/Images/P5.jpg
Señal Preventiva;Atención;https://pablokriger.github.io/testvial/Images/P6.jpg
Señal Preventiva;Curva (común);https://pablokriger.github.io/testvial/Images/P7a.jpg
Señal Preventiva;Curva (contracurva);https://pablokriger.github.io/testvial/Images/P7b.jpg
Señal Preventiva;"Curva (en ""S"")";https://pablokriger.github.io/testvial/Images/P7c.jpg
Señal Preventiva;Curva pronunciada (derecha);https://pablokriger.github.io/testvial/Images/P7d.jpg
Señal Preventiva;Curva pronunciada (izquierda);https://pablokriger.github.io/testvial/Images/P7e.jpg
Señal Preventiva;Camino sinuoso;https://pablokriger.github.io/testvial/Images/P8.jpg
Señal Preventiva;Pendiente (descendente);https://pablokriger.github.io/testvial/Images/P9a.jpg
Señal Preventiva;Pendiente (ascendente);https://pablokriger.github.io/testvial/Images/P9b.jpg
Señal Preventiva;Estrechamiento (en las dos manos);https://pablokriger.github.io/testvial/Images/P10a.jpg
Señal Preventiva;Estrechamiento (en una sola mano);https://pablokriger.github.io/testvial/Images/P10b.jpg
Señal Preventiva;Perfil irregular (piano);https://pablokriger.github.io/testvial/Images/P11a.jpg
Señal Preventiva;Perfil irregular (badén);https://pablokriger.github.io/testvial/Images/P11b.jpg
Señal Preventiva;Perfil irregular (lomada);https://pablokriger.github.io/testvial/Images/P11c.jpg
Señal Preventiva;Calzada resbaladiza;https://pablokriger.github.io/testvial/Images/P12.jpg
Señal Preventiva;Proyección de piedras;https://pablokriger.github.io/testvial/Images/P13.jpg
Señal Preventiva;Derrumbes;https://pablokriger.github.io/testvial/Images/P14.jpg
Señal Preventiva;Túnel;https://pablokriger.github.io/testvial/Images/P15.jpg
Señal Preventiva;Puente angosto;https://pablokriger.github.io/testvial/Images/P16.jpg
Señal Preventiva;Puente móvil;https://pablokriger.github.io/testvial/Images/P17.jpg
Señal Preventiva;Altura limitada;https://pablokriger.github.io/testvial/Images/P18.jpg
Señal Preventiva;Ancho limitado;https://pablokriger.github.io/testvial/Images/P19.jpg
Señal Preventiva;Calzada dividida;https://pablokriger.github.io/testvial/Images/P20.jpg
Señal Preventiva;Rotonda;https://pablokriger.github.io/testvial/Images/P21.jpg
Señal Preventiva;Incorporación de tránsito lateral;https://pablokriger.github.io/testvial/Images/P22.jpg
Señal Preventiva;Inicio de doble circulación;https://pablokriger.github.io/testvial/Images/P23.jpg
Señal Preventiva;Encrucijada (cruce);https://pablokriger.github.io/testvial/Images/P24a.jpg
Señal Preventiva;Encrucijada (empalme);https://pablokriger.github.io/testvial/Images/P24b.jpg
Señal Preventiva;Encrucijada (bifurcación);https://pablokriger.github.io/testvial/Images/P24c.jpg
Señal Preventiva;Encrucijada (bifurcación alternativa T);https://pablokriger.github.io/testvial/Images/P24d.jpg
Señal Preventiva;Encrucijada (empalme doble);https://pablokriger.github.io/testvial/Images/P24e.jpg
Señal Preventiva;Escolares;https://pablokriger.github.io/testvial/Images/P25a.jpg
Señal Preventiva;Niños;https://pablokriger.github.io/testvial/Images/P25b.jpg
Señal Preventiva;Ciclistas;https://pablokriger.github.io/testvial/Images/P26a.jpg
Señal Preventiva;Jinetes;https://pablokriger.github.io/testvial/Images/P26b.jpg
Señal Preventiva;Animales sueltos (domésticos);https://pablokriger.github.io/testvial/Images/P27a.jpg
Señal Preventiva;Animales sueltos (silvestres);https://pablokriger.github.io/testvial/Images/P27b.jpg
Señal Preventiva;Corredor aéreo;https://pablokriger.github.io/testvial/Images/P28.jpg
Señal Preventiva;Presencia de vehículo extraño (tranvía);https://pablokriger.github.io/testvial/Images/P29a.jpg
Señal Preventiva;Presencia de vehículo extraño (tractor);https://pablokriger.github.io/testvial/Images/P29b.jpg
Señal Preventiva;Presencia de vehículo extraño (ambulancia);https://pablokriger.github.io/testvial/Images/P29c.jpg
Señal Preventiva;Vientos fuertes laterales;https://pablokriger.github.io/testvial/Images/P30.jpg
Señal Preventiva;Flecha direccional (lateral);https://pablokriger.github.io/testvial/Images/P31a.jpg
Señal Preventiva;Fecha direccional (dual);https://pablokriger.github.io/testvial/Images/P31b.jpg
Señal Preventiva;Proximidad de semáforo;https://pablokriger.github.io/testvial/Images/P32.jpg
Señal Preventiva;Proximidad de señal restrictiva (pare);https://pablokriger.github.io/testvial/Images/P33a.jpg
Señal Preventiva;Proximidad de señal restrictiva (paso);https://pablokriger.github.io/testvial/Images/P33b.jpg
Señal Preventiva;Proximidad de señal restrictiva (otras);https://pablokriger.github.io/testvial/Images/P33c.jpg
Señal Preventiva;Fin de prevención;https://pablokriger.github.io/testvial/Images/P34a.jpg
Señal Preventiva;Fin de prevención;https://pablokriger.github.io/testvial/Images/P34b.jpg
Señal Reglamentaria;No avanzar;https://pablokriger.github.io/testvial/Images/R1.jpg
Señal Reglamentaria;Contramano;https://pablokriger.github.io/testvial/Images/R2.jpg
Señal Reglamentaria;Prohibición de circular (autos);https://pablokriger.github.io/testvial/Images/R3a.jpg
Señal Reglamentaria;Prohibición de circular (motos);https://pablokriger.github.io/testvial/Images/R3b.jpg
Señal Reglamentaria;Prohibición de circular (bicicletas);https://pablokriger.github.io/testvial/Images/R3c.jpg
Señal Reglamentaria;Prohibición de circular (camiones);https://pablokriger.github.io/testvial/Images/R3d.jpg
Señal Reglamentaria;Prohibición de circular (acomplados);https://pablokriger.github.io/testvial/Images/R3e.jpg
Señal Reglamentaria;Prohibición de circular (peatones);https://pablokriger.github.io/testvial/Images/R3f.jpg
Señal Reglamentaria;Prohibición de circular (tracción animal);https://pablokriger.github.io/testvial/Images/R3g.jpg
Señal Reglamentaria;Prohibición de circular (animal);https://pablokriger.github.io/testvial/Images/R3h.jpg
Señal Reglamentaria;Prohibición de circular (carro de mano);https://pablokriger.github.io/testvial/Images/R3i.jpg
Señal Reglamentaria;Prohibición de circular (tractor);https://pablokriger.github.io/testvial/Images/R3j.jpg
Señal Reglamentaria;No girar a la izquierda;https://pablokriger.github.io/testvial/Images/R4a.jpg
Señal Reglamentaria;No girar a la derecha;https://pablokriger.github.io/testvial/Images/R4b.jpg
Señal Reglamentaria;No girar en U (no retomar);https://pablokriger.github.io/testvial/Images/R5.jpg
Señal Reglamentaria;Prohibido adelantar;https://pablokriger.github.io/testvial/Images/R6.jpg
Señal Reglamentaria;No ruidos molestos;https://pablokriger.github.io/testvial/Images/R7.jpg
Señal Reglamentaria;No estacionar;https://pablokriger.github.io/testvial/Images/R8.jpg
Señal Reglamentaria;No estacional ni detenerse;https://pablokriger.github.io/testvial/Images/R9.jpg
Señal Reglamentaria;Prohibido cambiar de carril;https://pablokriger.github.io/testvial/Images/R10.jpg
Señal Reglamentaria;Limitación de peso (total);https://pablokriger.github.io/testvial/Images/R11a.jpg
Señal Reglamentaria;Limitación de peso (por eje);https://pablokriger.github.io/testvial/Images/R11b.jpg
Señal Reglamentaria;Limitación de altura;https://pablokriger.github.io/testvial/Images/R12.jpg
Señal Reglamentaria;Limitación de ancho;https://pablokriger.github.io/testvial/Images/R13.jpg
Señal Reglamentaria;Limitación de largo;https://pablokriger.github.io/testvial/Images/R14.jpg
Señal Reglamentaria;Límite de velocidad máxima;https://pablokriger.github.io/testvial/Images/R15.jpg
Señal Reglamentaria;Límite de velocidad mínima;https://pablokriger.github.io/testvial/Images/R16.jpg
Señal Reglamentaria;Estacionamiento exclusivo;https://pablokriger.github.io/testvial/Images/R17.jpg
Señal Reglamentaria;Circulación exclusiva (transporte público);https://pablokriger.github.io/testvial/Images/R18a.jpg
Señal Reglamentaria;Circulación exclusiva (motos);https://pablokriger.github.io/testvial/Images/R18b.jpg
Señal Reglamentaria;Circulación exclusiva (bicicleta);https://pablokriger.github.io/testvial/Images/R18c.jpg
Señal Reglamentaria;Circulación exclusiva (jinetes);https://pablokriger.github.io/testvial/Images/R18d.jpg
Señal Reglamentaria;Circulación exclusiva (peatones);https://pablokriger.github.io/testvial/Images/R18e.jpg
Señal Reglamentaria;Uso de cadenas para nieve;https://pablokriger.github.io/testvial/Images/R19.jpg
Señal Reglamentaria;Giro obligatorio (derecha);https://pablokriger.github.io/testvial/Images/R20a.jpg
Señal Reglamentaria;Giro obligatorio (izquierda);https://pablokriger.github.io/testvial/Images/R20b.jpg
Señal Reglamentaria;Sentido de circulación (derecha);https://pablokriger.github.io/testvial/Images/R21a.jpg
Señal Reglamentaria;Sentido de circulación (izquierda);https://pablokriger.github.io/testvial/Images/R21b.jpg
Señal Reglamentaria;Sentido de circulación (comienzo sentido único);https://pablokriger.github.io/testvial/Images/R21c.jpg
Señal Reglamentaria;Sentido de circulación (alternativa);https://pablokriger.github.io/testvial/Images/R21d.jpg
Señal Reglamentaria;Paso obligado (derecha);https://pablokriger.github.io/testvial/Images/R22a.jpg
Señal Reglamentaria;Paso obligado (izquierda);https://pablokriger.github.io/testvial/Images/R22b.jpg
Señal Reglamentaria;Tránsito pesado a la derecha;https://pablokriger.github.io/testvial/Images/R23.jpg
Señal Reglamentaria;Peatones por la izquierda;https://pablokriger.github.io/testvial/Images/R24.jpg
Señal Reglamentaria;Puesto de control;https://pablokriger.github.io/testvial/Images/R25.jpg
Señal Reglamentaria;Comienzo de doble mano;https://pablokriger.github.io/testvial/Images/R26.jpg
Señal Reglamentaria;Pare (obligación de detener totalmente la marcha);https://pablokriger.github.io/testvial/Images/R27.jpg
Señal Reglamentaria;Ceda el paso;https://pablokriger.github.io/testvial/Images/R28.jpg
Señal Reglamentaria;Referencia de avance;https://pablokriger.github.io/testvial/Images/R29.jpg
Señal Reglamentaria;Barreras ferroviales;https://pablokriger.github.io/testvial/Images/R30.jpg
Señal Reglamentaria;Fin de la prescripción;https://pablokriger.github.io/testvial/Images/R31.jpg
Señal Reglamentaria;Fin de la prescripción;https://pablokriger.github.io/testvial/Images/R32.jpg
Señal Reglamentaria;Obligación de transitar con luces bajas encendidas;https://pablokriger.github.io/testvial/Images/R33.jpg
